marca,model,an,km,putere,cutie_de_viteze,combustibil,capacitate_cilindrica,transmisie,caroserie,culoare,optiuni_culoare,pret,id,addons
BMW,BMW_X1,2016,80400,150,Automata,Diesel,1995,4x4 (automat),SUV,Gri,Metalizata,21500,2451,79
Volkswagen,Volkswagen_Passat CC,2011,240000,140,Automata,Diesel,1968,Fata,Monovolum,Negru,Perlat,7450,2452,30
Citroën,Citroën_C4,2009,167500,109,Manuala,Diesel,1560,Fata,Compacta,Albastru,Metalizata,4299,2453,33
BMW,BMW_X6,2014,259000,245,Automata,Diesel,2993,4x4 (automat),SUV,Negru,Metalizata,20980,2454,68
Opel,Opel_Astra,2018,93000,200,Automata,Benzina,1598,Fata,Compacta,Negru,Metalizata,16999,2455,68
Peugeot,Peugeot_301,2017,164500,82,Manuala,Benzina,1199,Fata,Sedan,Alb,Fara,6890,2456,21
Mercedes-Benz,Mercedes-Benz_B,2017,184000,136,Automata,Diesel,2143,Fata,Monovolum,Gri,Metalizata,13990,2457,73
Ford,Ford_Focus,2016,128275,120,Manuala,Diesel,1499,Fata,Combi,Gri,Fara,10700,2458,15
Mercedes-Benz,Mercedes-Benz_E,2020,70118,160,Automata,Diesel,1597,Spate,Sedan,Gri,Fara,43939,2459,1
Audi,Audi_Q5,2018,179000,190,Automata,Diesel,1968,4x4 (automat),SUV,Gri,Metalizata,25990,2460,98
BMW,BMW_Seria 6,2013,192000,313,Automata,Diesel,2993,Spate,Sedan,Alb,Metalizata,23450,2461,102
BMW,BMW_Seria 3,2018,107657,150,Automata,Diesel,1995,Spate,Combi,Albastru,Metalizata,19790,2462,63
BMW,BMW_Seria 5,2018,95200,184,Automata,Benzina,1998,Spate,Sedan,Albastru,Fara,30321,2463,3
Ford,Ford_Mondeo,2011,297000,125,Manuala,Diesel,1753,Fata,Sedan,Negru,Metalizata,4800,2464,9
BMW,BMW_Seria 5,2010,326000,204,Automata,Diesel,2993,Spate,Sedan,Albastru,Metalizata,9700,2465,59
Volkswagen,Volkswagen_Touareg,2019,159000,286,Automata,Diesel,2967,4x4 (automat),SUV,Gri,Fara,45950,2466,130
Volkswagen,Volkswagen_Tiguan,2018,186000,150,Automata,Diesel,1968,Fata,SUV,Gri,Metalizata,22800,2467,81
Mercedes-Benz,Mercedes-Benz_E,2021,42600,194,Automata,Diesel,1950,Spate,Sedan,Albastru,Metalizata,53564,2468,73
Opel,Opel_Zafira,2007,280000,100,Manuala,Diesel,1910,Fata,Monovolum,Gri,Fara,2400,2469,11
Mini,Mini_Cooper,2015,51700,143,Automata,Diesel,1995,4x4 (automat),Masina mica,Albastru,Metalizata,15042,2470,38
Audi,Audi_A4,2009,278185,143,Manuala,Diesel,1968,Fata,Sedan,Albastru,Metalizata,7499,2471,1
Ford,Ford_Focus,2011,231130,115,Manuala,Diesel,1560,Fata,Compacta,Gri,Metalizata,6200,2472,30
Ford,Ford_Puma,2021,2695,155,Manuala,Benzina,999,Fata,SUV,Gri,Metalizata,22989,2473,88
Mercedes-Benz,Mercedes-Benz_E,2004,308000,150,Manuala,Diesel,2148,Spate,Combi,Albastru,Metalizata,2999,2474,16
Peugeot,Peugeot_307,2004,223722,177,Manuala,Benzina,1997,Fata,Combi,Rosu,Fara,3500,2475,16
Land Rover,Land Rover_Range Rover Sport,2019,76750,404,Automata,Hibrid,1997,4x4 (automat),SUV,Negru,Metalizata,81277,2476,131
Volkswagen,Volkswagen_Passat,2007,341000,140,Automata,Diesel,1968,Fata,Combi,Albastru,Metalizata,3900,2477,33
Jeep,Jeep_Grand Cherokee,2017,185000,250,Automata,Diesel,2987,4x4 (automat),SUV,Alb,Fara,26900,2478,28
Volkswagen,Volkswagen_Passat,2018,128617,150,Automata,Diesel,1968,Fata,Combi,Alb,Fara,18199,2479,21
Volkswagen,Volkswagen_Polo,2011,198000,75,Manuala,Diesel,1199,Fata,Masina de oras,Alb,Fara,5749,2480,27
Volkswagen,Volkswagen_Golf,2018,285000,115,Automata,Diesel,1598,Fata,Combi,Alb,Fara,10500,2481,55
Mercedes-Benz,Mercedes-Benz_CLS,2012,281732,265,Automata,Diesel,2987,4x4 (automat),Sedan,Galben/Auriu,Fara,15499,2482,31
Mitsubishi,Mitsubishi_Outlander,2011,235200,177,Manuala,Diesel,2268,4x4 (manual),SUV,Maro,Metalizata,8490,2483,43
Peugeot,Peugeot_208,2013,83000,82,Manuala,Benzina,1199,Fata,Masina de oras,Alte culori,Fara,6500,2484,20
BMW,BMW_Seria 5,2020,46458,252,Automata,Benzina,1998,4x4 (automat),Sedan,Negru,Metalizata,45800,2485,111
BMW,BMW_X5,2018,140000,258,Automata,Diesel,2993,4x4 (automat),SUV,Maro,Metalizata,40698,2486,88
Renault,Renault_Megane,2017,143000,110,Manuala,Diesel,1461,Fata,Combi,Alb,Fara,8650,2487,40
BMW,BMW_Seria 3,2018,152000,190,Automata,Diesel,1995,4x4 (automat),Combi,Rosu,Metalizata,20400,2488,56
Volkswagen,Volkswagen_Touareg,2019,92208,286,Automata,Diesel,2967,4x4 (automat),SUV,Negru,Metalizata,59496,2489,119
Volkswagen,Volkswagen_Passat,2015,292873,150,Automata,Diesel,1968,Fata,Combi,Gri,Fara,12999,2490,51
Toyota,Toyota_Auris,2018,96169,99,Automata,Hibrid,1798,Fata,Compacta,Alb,Fara,16799,2491,56
BMW,BMW_X2,2018,93000,190,Automata,Diesel,1995,4x4 (automat),SUV,Negru,Metalizata,29000,2492,50
Volkswagen,Volkswagen_Passat,2010,264000,140,Automata,Diesel,1968,Fata,Sedan,Albastru,Fara,7000,2493,54
Mercedes-Benz,Mercedes-Benz_C,2017,67953,184,Automata,Benzina,1991,4x4 (automat),Sedan,Gri,Metalizata,26900,2494,32
BMW,BMW_Seria 5,2017,59000,218,Automata,Diesel,1995,4x4 (automat),Sedan,Negru,Metalizata,27980,2495,80
Hyundai,Hyundai_Santa Fe,2013,185317,197,Automata,Diesel,2199,4x4 (automat),SUV,Negru,Metalizata,14250,2496,53
Ford,Ford_Focus,2016,225234,120,Automata,Diesel,1498,Fata,Combi,Albastru,Metalizata,9890,2497,88
Audi,Audi_A6,2020,56381,204,Automata,Diesel,1968,4x4 (automat),Sedan,Negru,Metalizata,44000,2498,67
Dacia,Dacia_Logan,2008,187500,90,Manuala,Benzina,1598,Fata,Combi,Rosu,Fara,2800,2499,4
Renault,Renault_Espace,2016,199000,160,Automata,Diesel,1598,Fata,Monovolum,Negru,Metalizata,14450,2500,49
Toyota,Toyota_Corolla,2017,149700,90,Manuala,Diesel,1364,Fata,Sedan,Alb,Mat,10990,2501,38
Peugeot,Peugeot_3008,2010,111055,163,Automata,Diesel,1997,Fata,SUV,Gri,Perlat,7990,2502,58
Dacia,Dacia_Logan,2017,129563,75,Manuala,Diesel,1451,Fata,Sedan,Alb,Fara,8250,2503,9
Ford,Ford_Focus,2012,91000,125,Manuala,Benzina,999,Fata,Compacta,Gri,Metalizata,6650,2504,22
Skoda,Skoda_Citigo,2017,66026,60,Manuala,Benzina,999,Fata,Masina mica,Alb,Fara,7850,2505,15
Audi,Audi_A4,2021,26035,150,Automata,Benzina,1984,Fata,Sedan,Gri,Perlat,38899,2506,26
BMW,BMW_X5,2017,172000,258,Automata,Diesel,2993,4x4 (automat),SUV,Verde,Fara,39990,2507,109
Dacia,Dacia_Logan,2017,133000,90,Manuala,Benzina,898,Fata,Sedan,Alb,Fara,6990,2508,28
BMW,BMW_Seria 5,2021,52000,184,Automata,Benzina,1998,Spate,Sedan,Negru,Fara,44100,2509,97
Volvo,Volvo_XC 40,2023,5,180,Automata,Hibrid,1477,4x4 (automat),SUV,Negru,Metalizata,48889,2510,57
Audi,Audi_Q5,2014,237000,177,Automata,Diesel,1968,4x4 (automat),SUV,Gri,Metalizata,17999,2511,71
Volkswagen,Volkswagen_Golf,2012,261000,105,Manuala,Diesel,1598,Fata,Combi,Argint,Metalizata,6190,2512,57
Volkswagen,Volkswagen_Multivan,2009,303000,131,Manuala,Diesel,2461,Fata,Monovolum,Negru,Fara,10300,2513,34
Opel,Opel_Insignia,2010,203000,130,Automata,Diesel,1956,Fata,Sedan,Gri,Metalizata,4200,2514,40
Ford,Ford_Focus,2022,8500,125,Manuala,Benzina,999,Fata,Combi,Rosu,Metalizata,23681,2515,44
Land Rover,Land Rover_Discovery,2011,235000,211,Automata,Diesel,2993,4x4 (automat),SUV,Gri,Metalizata,10500,2516,71
Honda,Honda_CR-V,2022,3000,146,Automata,Benzina,1993,4x4 (automat),SUV,Gri,Fara,46468,2517,1
Ford,Ford_Kuga,2017,98653,150,Manuala,Diesel,1997,4x4 (automat),SUV,Negru,Metalizata,17990,2518,39
Ford,Ford_Focus,2017,47276,100,Manuala,Benzina,999,Fata,Compacta,Albastru,Fara,10850,2519,22
Mercedes-Benz,Mercedes-Benz_CLA,2020,30603,150,Automata,Diesel,1950,Fata,Sedan,Gri,Fara,45999,2520,1
Audi,Audi_Q5,2022,20345,265,Automata,Hibrid,1984,4x4 (automat),SUV,Argint,Metalizata,63990,2521,51
Audi,Audi_Q5,2009,238296,211,Automata,Benzina,1984,4x4 (automat),SUV,Gri,Fara,10999,2522,44
Audi,Audi_A8,2008,200000,326,Automata,Diesel,4134,4x4 (automat),Sedan,Albastru,Fara,10900,2523,49
Audi,Audi_Q5,2014,193004,177,Automata,Diesel,1968,4x4 (automat),SUV,Negru,Metalizata,17999,2524,27
Ford,Ford_Focus,2016,59099,100,Manuala,Benzina,999,Fata,Masina mica,Alb,Mat,8990,2525,27
Ford,Ford_Mondeo,2019,61525,187,Automata,Hibrid,1999,Fata,Sedan,Gri,Metalizata,23990,2526,46
Skoda,Skoda_Fabia,2010,186000,86,Manuala,Benzina,1197,Fata,Combi,Gri,Fara,3490,2527,35
Opel,Opel_Astra,2012,114000,115,Manuala,Benzina,1598,Fata,Sedan,Argint,Metalizata,5699,2528,19
Volvo,Volvo_XC 60,2015,169200,181,Manuala,Diesel,1969,Fata,SUV,Negru,Fara,15480,2529,36
Volkswagen,Volkswagen_Tiguan,2016,175000,180,Automata,Benzina,1984,4x4 (automat),SUV,Alb,Metalizata,23900,2530,114
Audi,Audi_A4,2015,199000,122,Manuala,Diesel,1968,Fata,Sedan,Gri,Metalizata,14499,2531,43
Skoda,Skoda_Octavia,2018,26500,180,Automata,Benzina,1798,4x4 (automat),Sedan,Gri,Fara,20800,2532,53
Porsche,Porsche_Cayenne,2019,117000,550,Automata,Benzina,3996,4x4 (automat),SUV,Negru,Fara,92900,2533,113
Toyota,Toyota_Camry,2022,4460,178,Automata,Hibrid,2487,Fata,Sedan,Gri,Metalizata,41412,2534,63
Dacia,Dacia_Duster,2011,152000,105,Manuala,Benzina,1598,Fata,SUV,Albastru,Fara,7350,2535,24
BMW,BMW_Seria 1,2007,273000,177,Automata,Diesel,1995,Spate,Compacta,Negru,Fara,4900,2536,28
Volkswagen,Volkswagen_Golf,2016,210000,150,Automata,Hibrid,1395,Fata,Compacta,Alte culori,Perlat,15500,2537,16
Citroën,Citroën_DS5,2014,170000,163,Automata,Hibrid,1997,4x4 (automat),Compacta,Negru,Perlat,11490,2538,59
Audi,Audi_A4,2017,65000,150,Automata,Diesel,1968,Fata,Sedan,Negru,Metalizata,21950,2539,1
Volkswagen,Volkswagen_Polo,2007,220000,80,Manuala,Benzina,1390,Fata,Masina de oras,Gri,Metalizata,3390,2540,20
Volkswagen,Volkswagen_Polo,2009,203386,80,Manuala,Benzina,1390,Fata,Compacta,Negru,Fara,3150,2541,16
Nissan,Nissan_Qashqai,2016,238430,130,Automata,Diesel,1598,Fata,SUV,Maro,Metalizata,14490,2542,56
Ford,Ford_Edge,2018,242800,210,Automata,Diesel,1997,4x4 (automat),SUV,Alb,Metalizata,18500,2543,100
Peugeot,Peugeot_3008,2013,153000,112,Manuala,Diesel,1560,Fata,SUV,Bej,Metalizata,6500,2544,61
Dacia,Dacia_Duster,2018,91664,115,Manuala,Diesel,1461,4x4 (automat),Combi,Negru,Metalizata,17290,2545,48
Peugeot,Peugeot_301,2018,125319,99,Manuala,Diesel,1560,Fata,Sedan,Alb,Metalizata,7735,2546,27
Audi,Audi_A6,2013,271000,177,Automata,Diesel,1968,Fata,Sedan,Gri,Metalizata,12900,2547,45
Skoda,Skoda_Kodiaq,2022,25000,200,Automata,Diesel,1968,4x4 (automat),SUV,Verde,Metalizata,36500,2548,46
Audi,Audi_A6,2019,169900,204,Automata,Diesel,1968,Fata,Combi,Negru,Metalizata,26999,2549,125
Audi,Audi_A6,2012,244580,313,Automata,Diesel,2967,4x4 (automat),Combi,Maro,Metalizata,15600,2550,36
BMW,BMW_Seria 3,2012,289000,184,Automata,Diesel,1995,Spate,Sedan,Negru,Metalizata,11990,2551,48
Skoda,Skoda_Citigo,2017,109466,60,Manuala,Benzina,999,Fata,Masina mica,Alb,Fara,7550,2552,15
BMW,BMW_X5,2014,154000,313,Automata,Diesel,2993,4x4 (automat),SUV,Albastru,Metalizata,25999,2553,114
BMW,BMW_X1,2018,115150,190,Automata,Diesel,1995,4x4 (automat),SUV,Albastru,Metalizata,26000,2554,55
Mazda,Mazda_3,2008,150000,105,Manuala,Benzina,1598,Fata,Compacta,Alb,Perlat,4790,2555,42
Dacia,Dacia_Duster,2010,122355,105,Manuala,Benzina,1598,4x4 (manual),SUV,Albastru,Fara,6490,2556,17
Volkswagen,Volkswagen_Passat,2020,186566,150,Automata,Diesel,1968,Fata,Combi,Argint,Metalizata,14989,2557,1
Mercedes-Benz,Mercedes-Benz_E,2017,72399,333,Automata,Benzina,2996,4x4 (automat),Coupe,Alb,Metalizata,41899,2558,1
Renault,Renault_Megane,2017,158000,130,Manuala,Diesel,1598,Fata,Combi,Negru,Metalizata,12350,2559,68
Nissan,Nissan_Qashqai,2013,218000,150,Automata,Diesel,1995,4x4 (automat),SUV,Alb,Metalizata,9100,2560,61
Opel,Opel_Insignia,2017,134180,136,Automata,Diesel,1598,Fata,Sedan,Argint,Fara,9950,2561,32
Opel,Opel_Astra,2014,180172,110,Manuala,Diesel,1686,Fata,Compacta,Gri,Metalizata,6500,2562,19
Ford,Ford_Ranger,2022,1,213,Automata,Diesel,1996,4x4 (automat),SUV,Galben/Auriu,Metalizata,47838,2563,110
Mercedes-Benz,Mercedes-Benz_CLS,2021,17379,367,Automata,Benzina,2999,4x4 (automat),Sedan,Negru,Metalizata,76909,2564,114
Audi,Audi_A7,2015,184400,326,Automata,Diesel,2967,4x4 (automat),Sedan,Negru,Metalizata,31999,2565,41
Skoda,Skoda_Kodiaq,2017,96927,150,Automata,Diesel,1968,4x4 (automat),SUV,Gri,Fara,26900,2566,40
Volkswagen,Volkswagen_Passat,2004,298000,130,Manuala,Diesel,1896,Fata,Combi,Gri,Metalizata,1350,2567,38
Opel,Opel_Zafira,2007,258000,120,Manuala,Diesel,1910,Fata,Monovolum,Gri,Metalizata,3499,2568,33
Mercedes-Benz,Mercedes-Benz_E,2020,11105,194,Automata,Diesel,1950,Spate,Sedan,Negru,Metalizata,55930,2569,87
Mercedes-Benz,Mercedes-Benz_GLC,2019,131500,204,Automata,Diesel,2143,4x4 (automat),SUV,Alb,Perlat,41999,2570,41
Land Rover,Land Rover_Range Rover Velar,2018,115350,240,Automata,Diesel,1999,4x4 (automat),SUV,Gri,Metalizata,37900,2571,40
Hyundai,Hyundai_ix35,2012,212000,184,Automata,Diesel,1995,4x4 (automat),SUV,Negru,Metalizata,9990,2572,50
Fiat,Fiat_Ulysse,2005,200000,128,Manuala,Diesel,2179,Fata,Monovolum,Gri,Fara,1700,2573,15
Volkswagen,Volkswagen_Golf,2012,182265,85,Manuala,Benzina,1197,Fata,Compacta,Argint,Metalizata,6690,2574,46
Nissan,Nissan_Qashqai,2015,176000,110,Manuala,Diesel,1461,Fata,SUV,Alte culori,Metalizata,12990,2575,99
Mercedes-Benz,Mercedes-Benz_C,2015,181484,136,Manuala,Diesel,1598,Spate,Sedan,Gri,Metalizata,14750,2576,97
BMW,BMW_X3,2012,180000,184,Automata,Diesel,1995,4x4 (automat),SUV,Albastru,Metalizata,14250,2577,72
BMW,BMW_Seria 3,2014,175800,135,Automata,Diesel,1995,Spate,Sedan,Galben/Auriu,Metalizata,14490,2578,1
BMW,BMW_X5,2016,199000,231,Automata,Diesel,1995,4x4 (automat),SUV,Gri,Metalizata,26800,2579,107
Volkswagen,Volkswagen_Passat,2019,181000,120,Automata,Diesel,1598,Fata,Sedan,Negru,Metalizata,13999,2580,80
Volkswagen,Volkswagen_Tiguan,2010,216000,140,Manuala,Diesel,1968,Fata,SUV,Alb,Metalizata,7599,2581,24
Volkswagen,Volkswagen_Caddy,2021,29294,102,Manuala,Diesel,1968,Fata,Monovolum,Alte culori,Metalizata,24490,2582,28
Volkswagen,Volkswagen_Passat,2016,199000,120,Manuala,Diesel,1598,Fata,Combi,Gri,Metalizata,10849,2583,87
Opel,Opel_Corsa,2013,230100,95,Manuala,Diesel,1248,Fata,Masina de oras,Gri,Metalizata,5550,2584,1
Renault,Renault_Captur,2018,45000,90,Manuala,Benzina,898,Fata,SUV,Rosu,Metalizata,10500,2585,54
Renault,Renault_Talisman,2017,171200,110,Automata,Diesel,1461,Fata,Sedan,Negru,Metalizata,10948,2586,54
Audi,Audi_A3,2010,246000,125,Manuala,Benzina,1390,Fata,Compacta,Negru,Perlat,5990,2587,52
Volkswagen,Volkswagen_Polo,2010,179000,75,Manuala,Diesel,1199,Fata,Masina de oras,Albastru,Metalizata,4290,2588,11
BMW,BMW_Seria 5,2012,253057,183,Automata,Diesel,1995,Spate,Sedan,Negru,Metalizata,14500,2589,64
Audi,Audi_A5,2021,60000,204,Automata,Diesel,1968,4x4 (automat),Sedan,Negru,Metalizata,44030,2590,94
BMW,BMW_Seria 5,2021,47500,184,Automata,Benzina,1998,Spate,Sedan,Negru,Fara,47576,2591,3
Kia,Kia_Pro Ceed,2014,222800,128,Manuala,Diesel,1582,Fata,Coupe,Rosu,Metalizata,7490,2592,1
Hyundai,Hyundai_Elantra,2017,78483,136,Manuala,Diesel,1582,Fata,Sedan,Gri,Fara,13990,2593,30
Audi,Audi_A3,2013,207000,105,Manuala,Benzina,1197,Fata,Masina de oras,Maro,Fara,6790,2594,55
Jeep,Jeep_Renegade,2021,1,240,Automata,Hibrid,1332,4x4 (automat),SUV,Alb,Fara,33200,2595,1
Nissan,Nissan_Juke,2011,289000,110,Manuala,Diesel,1461,Fata,SUV,Argint,Metalizata,6200,2596,32
BMW,BMW_Seria 7,2020,24444,286,Automata,Hibrid,2998,4x4 (automat),Sedan,Negru,Fara,97850,2597,33
Peugeot,Peugeot_508,2011,226000,140,Manuala,Diesel,1997,Fata,Combi,Gri,Metalizata,5490,2598,40
Jaguar,Jaguar_E-Pace,2022,7,200,Automata,Benzina,1997,4x4 (automat),SUV,Rosu,Metalizata,56849,2599,71
Skoda,Skoda_Fabia,2009,224000,105,Manuala,Benzina,1598,Fata,Combi,Albastru,Metalizata,3490,2600,28
Audi,Audi_A4,2008,220812,160,Manuala,Benzina,1798,Fata,Sedan,Argint,Metalizata,7450,2601,23
Mercedes-Benz,Mercedes-Benz_B,2008,190000,116,Manuala,Benzina,1699,Fata,Monovolum,Gri,Metalizata,4000,2602,45
Mazda,Mazda_3,2011,222209,150,Manuala,Diesel,2184,Fata,Compacta,Gri,Metalizata,5999,2603,42
Mercedes-Benz,Mercedes-Benz_A,2011,195000,109,Manuala,Diesel,1991,Fata,Compacta,Argint,Metalizata,3200,2604,6
Nissan,Nissan_Qashqai,2008,246788,150,Manuala,Diesel,1995,4x4 (manual),SUV,Negru,Metalizata,6500,2605,40
Volkswagen,Volkswagen_Passat,2009,214761,140,Manuala,Diesel,1968,Fata,Combi,Negru,Metalizata,5600,2606,30
Volkswagen,Volkswagen_Golf,2010,157500,110,Manuala,Diesel,1968,Fata,Compacta,Negru,Metalizata,6490,2607,18
Renault,Renault_Megane,2018,101390,90,Manuala,Diesel,1461,Fata,Sedan,Albastru,Metalizata,13600,2608,1
Audi,Audi_A6,2007,296000,233,Automata,Diesel,2967,4x4 (automat),Sedan,Gri,Metalizata,4800,2609,12
BMW,BMW_Seria 1,2019,64158,136,Automata,Benzina,1499,Spate,Compacta,Negru,Fara,21490,2610,14
Volkswagen,Volkswagen_Tiguan,2019,22450,150,Manuala,Diesel,1968,Fata,SUV,Alb,Fara,28163,2611,49
BMW,BMW_Seria 1,2019,62094,136,Automata,Benzina,1499,Fata,Compacta,Negru,Fara,20300,2612,44
Mercedes-Benz,Mercedes-Benz_C,2015,120000,245,Automata,Benzina,1991,4x4 (automat),Sedan,Alb,Metalizata,22900,2613,84
Dacia,Dacia_Duster,2020,185000,115,Manuala,Diesel,1461,Fata,SUV,Gri,Metalizata,15990,2614,32
BMW,BMW_X6,2022,1000,286,Automata,Diesel,2993,4x4 (automat),SUV,Negru,Perlat,82990,2615,71
Mercedes-Benz,Mercedes-Benz_V,2015,132900,190,Automata,Diesel,2143,Spate,Monovolum,Negru,Metalizata,39400,2616,48
Volkswagen,Volkswagen_Multivan,2013,212043,180,Automata,Diesel,1968,4x4 (automat),Monovolum,Alb,Mat,29000,2617,43
Audi,Audi_A8,2019,78000,285,Automata,Diesel,2967,4x4 (automat),Sedan,Negru,Metalizata,56000,2618,37
BMW,BMW_Seria 5,2019,110000,190,Automata,Diesel,1995,4x4 (automat),Combi,Alb,Fara,33887,2619,91
Dacia,Dacia_Duster,2011,190000,105,Manuala,Benzina,1598,Fata,SUV,Negru,Metalizata,4750,2620,18
Porsche,Porsche_Cayenne,2014,195807,245,Automata,Diesel,2967,4x4 (automat),SUV,Alb,Fara,24500,2621,1
Hyundai,Hyundai_ix35,2013,169786,184,Manuala,Diesel,1995,4x4 (automat),SUV,Maro,Metalizata,9500,2622,39
Skoda,Skoda_Octavia,2017,157765,115,Automata,Diesel,1598,Fata,Sedan,Argint,Metalizata,13685,2623,46
Ford,Ford_Puma,2021,34553,125,Manuala,Benzina,999,Fata,SUV,Albastru,Metalizata,18990,2624,44
Chevrolet,Chevrolet_Cruze,2011,329800,163,Manuala,Diesel,1998,Fata,Sedan,Maro,Metalizata,4690,2625,24
BMW,BMW_X4,2020,54000,190,Automata,Diesel,1995,4x4 (automat),SUV,Negru,Perlat,39650,2626,107
Citroën,Citroën_DS5,2016,179000,116,Automata,Diesel,1560,Fata,Compacta,Negru,Metalizata,9800,2627,32
Audi,Audi_A4,2007,284000,115,Manuala,Diesel,1896,Fata,Sedan,Gri,Metalizata,4999,2628,1
Mercedes-Benz,Mercedes-Benz_GLC,2020,56900,197,Automata,Benzina,1991,4x4 (automat),SUV,Negru,Metalizata,46291,2629,86
Audi,Audi_Q5,2019,82500,190,Automata,Diesel,1968,4x4 (automat),SUV,Alb,Perlat,35999,2630,104
Volkswagen,Volkswagen_Tiguan,2017,129000,150,Automata,Diesel,1968,4x4 (automat),SUV,Rosu,Metalizata,26500,2631,78
BMW,BMW_X5,2019,56000,340,Automata,Benzina,2998,4x4 (automat),SUV,Albastru,Metalizata,76980,2632,28
Ford,Ford_Raptor,2021,17760,213,Automata,Diesel,1996,4x4 (manual),Monovolum,Negru,Metalizata,49989,2633,76
Seat,Seat_Alhambra,2008,274848,140,Manuala,Diesel,1968,Fata,Monovolum,Negru,Metalizata,4250,2634,1
Renault,Renault_Laguna,2008,240000,149,Manuala,Diesel,1995,Fata,Sedan,Gri,Metalizata,3780,2635,34
Skoda,Skoda_Octavia,2012,226000,140,Manuala,Diesel,1984,Fata,Combi,Argint,Fara,6190,2636,31
Hyundai,Hyundai_Tucson,2021,45000,180,Automata,Benzina,1598,4x4 (automat),SUV,Maro,Metalizata,37485,2637,108
Lexus,Lexus_Seria RX,2016,237061,249,Automata,Hibrid,3456,4x4 (automat),SUV,Negru,Metalizata,32990,2638,45
Seat,Seat_Ateca,2019,64000,150,Automata,Benzina,1498,Fata,SUV,Albastru,Metalizata,20900,2639,88
Volkswagen,Volkswagen_Golf,2019,79300,115,Manuala,Diesel,1598,Fata,Compacta,Albastru,Metalizata,15100,2640,36
Dacia,Dacia_Duster,2019,152951,115,Manuala,Diesel,1461,4x4 (manual),SUV,Albastru,Mat,14990,2641,32
Skoda,Skoda_Octavia,2011,230000,105,Manuala,Diesel,1598,Fata,Sedan,Albastru,Metalizata,5500,2642,34
Opel,Opel_Astra,2007,108960,90,Manuala,Benzina,1364,Fata,Coupe,Negru,Fara,3950,2643,34
BMW,BMW_Seria 3,2019,58825,190,Automata,Diesel,1995,4x4 (automat),Sedan,Gri,Fara,32200,2644,41
Volkswagen,Volkswagen_Golf,2012,273000,140,Manuala,Diesel,1968,Fata,Combi,Gri,Metalizata,6600,2645,59
Renault,Renault_Clio,2021,21054,90,Manuala,Benzina,999,Fata,Masina de oras,Alb,Metalizata,16400,2646,37
Volkswagen,Volkswagen_Passat,2020,61797,120,Automata,Diesel,1598,Fata,Sedan,Gri,Metalizata,19489,2647,57
Peugeot,Peugeot_508,2015,195789,120,Manuala,Diesel,1560,Fata,Sedan,Gri,Metalizata,9999,2648,72
Ford,Ford_Focus,2018,83772,120,Manuala,Diesel,1499,Fata,Sedan,Gri,Metalizata,11690,2649,52
Ford,Ford_Kuga,2017,150000,140,Automata,Diesel,1997,4x4 (automat),SUV,Gri,Metalizata,15550,2650,54
Skoda,Skoda_Octavia,2006,218000,140,Manuala,Diesel,1984,Fata,Combi,Gri,Metalizata,2650,2651,53
Volkswagen,Volkswagen_Golf,2018,34000,180,Automata,Benzina,1798,Fata,Compacta,Albastru,Metalizata,10950,2652,1
Volvo,Volvo_XC 60,2019,50600,303,Automata,Hibrid,1969,4x4 (automat),SUV,Negru,Perlat,38500,2653,18
Audi,Audi_A3,2019,158000,150,Automata,Diesel,1968,Fata,Sedan,Albastru,Perlat,19390,2654,89
Suzuki,Suzuki_Grand Vitara,2007,193125,129,Manuala,Diesel,1870,4x4 (manual),SUV,Negru,Metalizata,4450,2655,2
BMW,BMW_X3,2020,21859,266,Automata,Diesel,2993,4x4 (automat),SUV,Negru,Metalizata,56665,2656,20
Porsche,Porsche_Macan,2018,58230,252,Automata,Benzina,1984,4x4 (automat),SUV,Alb,Fara,51789,2657,17
Seat,Seat_Exeo,2012,162238,143,Automata,Diesel,1968,Fata,Sedan,Albastru,Fara,6499,2658,24
Mercedes-Benz,Mercedes-Benz_A,2019,45500,163,Automata,Benzina,1332,Fata,Compacta,Albastru,Fara,28900,2659,1
Volvo,Volvo_S60,2010,210000,163,Manuala,Diesel,1984,Fata,Sedan,Gri,Fara,7700,2660,29
Mercedes-Benz,Mercedes-Benz_Citan,2020,39371,116,Manuala,Diesel,1461,Fata,Monovolum,Gri,Metalizata,24990,2661,21
Skoda,Skoda_Superb,2018,173000,150,Automata,Diesel,1968,Fata,Sedan,Negru,Metalizata,20990,2662,118
Ford,Ford_Mondeo,2013,164842,140,Automata,Diesel,1998,Fata,Sedan,Negru,Metalizata,7899,2663,1
Volkswagen,Volkswagen_Golf,2010,290000,140,Manuala,Diesel,1968,Fata,Combi,Gri,Metalizata,6699,2664,23
Mazda,Mazda_3,2013,48226,150,Automata,Benzina,1999,Fata,Sedan,Rosu,Perlat,9690,2665,36
Skoda,Skoda_Octavia,2015,143496,150,Manuala,Diesel,1968,Fata,Combi,Negru,Fara,11700,2666,29
Peugeot,Peugeot_308,2017,204470,120,Automata,Diesel,1560,Fata,Combi,Negru,Perlat,8500,2667,35
Citroën,Citroën_C5,2013,198000,115,Automata,Diesel,1560,Fata,Combi,Alb,Fara,5250,2668,22
Ford,Ford_Fiesta,2009,201000,70,Manuala,Diesel,1399,Fata,Masina de oras,Gri,Metalizata,3850,2669,12
Audi,Audi_A8,2018,78000,286,Automata,Diesel,2967,4x4 (automat),Sedan,Negru,Metalizata,66798,2670,20
