marca,model,an,km,putere,cutie_de_viteze,combustibil,capacitate_cilindrica,transmisie,caroserie,culoare,optiuni_culoare,pret,id,addons
Mercedes-Benz,Mercedes-Benz_GLC,2016,67000,170,Automata,Diesel,2143,4x4 (automat),SUV,Rosu,Fara,28980,15006,91
Volkswagen,Volkswagen_Golf,2004,145000,140,Manuala,Diesel,1968,Fata,Compacta,Gri,Metalizata,3900,15007,31
Hyundai,Hyundai_Santa Fe,2007,238000,150,Automata,Diesel,2188,4x4 (automat),SUV,Albastru,Metalizata,4500,15008,12
Dacia,Dacia_Sandero,2013,141866,90,Manuala,Benzina,898,Fata,Compacta,Negru,Metalizata,6250,15009,15
BMW,BMW_X6,2016,69502,258,Automata,Diesel,2993,4x4 (automat),SUV,Argint,Fara,42816,15010,5
Ford,Ford_Focus,2008,203000,100,Manuala,Benzina,1596,Fata,Combi,Alte culori,Fara,3000,15011,21
Volkswagen,Volkswagen_Polo,2023,5,95,Manuala,Benzina,999,Fata,Masina de oras,Alb,Mat,18150,15012,48
BMW,BMW_Seria 4,2016,144305,190,Automata,Diesel,1995,Spate,Sedan,Negru,Fara,18990,15013,16
Mercedes-Benz,Mercedes-Benz_GLC,2016,195846,170,Automata,Diesel,2143,4x4 (automat),SUV,Alb,Metalizata,25950,15014,103
Toyota,Toyota_RAV4,2018,95333,178,Automata,Hibrid,2487,Fata,SUV,Maro,Perlat,25900,15015,53
BMW,BMW_X3,2008,198360,177,Manuala,Diesel,1995,4x4 (manual),SUV,Maro,Fara,6950,15016,31
Volkswagen,Volkswagen_Passat,2007,250100,140,Manuala,Diesel,1968,Fata,Combi,Argint,Fara,2700,15017,18
Ford,Ford_B-Max,2015,131000,100,Manuala,Benzina,999,Fata,Compacta,Alb,Metalizata,5150,15018,42
Hyundai,Hyundai_Tucson,2017,198000,140,Automata,Diesel,1685,Fata,SUV,Maro,Metalizata,16900,15019,95
BMW,BMW_Seria 4,2023,5,190,Automata,Diesel,1995,4x4 (automat),Sedan,Albastru,Metalizata,66678,15020,87
Toyota,Toyota_RAV4,2017,74000,151,Automata,Benzina,1987,4x4 (automat),SUV,Albastru,Metalizata,16490,15021,31
Mazda,Mazda_CX-3,2016,100800,150,Automata,Benzina,1998,4x4 (automat),SUV,Negru,Metalizata,13900,15022,50
Skoda,Skoda_Octavia,2018,85000,184,Automata,Diesel,1968,4x4 (automat),Combi,Gri,Fara,26979,15023,1
Volkswagen,Volkswagen_Passat,2019,139000,150,Automata,Diesel,1968,Fata,Combi,Negru,Metalizata,18988,15024,80
Citroën,Citroën_C3 AIRCROSS,2018,111926,99,Manuala,Diesel,1560,Fata,SUV,Argint,Fara,12389,15025,11
Volvo,Volvo_V40,2019,212000,150,Automata,Diesel,1969,Fata,Compacta,Negru,Metalizata,13489,15026,53
BMW,BMW_X3,2018,181000,190,Automata,Diesel,1995,4x4 (automat),SUV,Albastru,Metalizata,29900,15027,38
Mini,Mini_Cooper,2017,81673,231,Automata,Benzina,1998,Fata,Masina mica,Gri,Fara,23500,15028,55
Volkswagen,Volkswagen_Polo,2013,73000,70,Manuala,Benzina,1198,Fata,Masina de oras,Rosu,Metalizata,5999,15029,20
Seat,Seat_Leon,2015,216000,184,Automata,Diesel,1968,4x4 (automat),Combi,Negru,Metalizata,13490,15030,70
Toyota,Toyota_Corolla,2019,66927,98,Automata,Hibrid,1798,Fata,Sedan,Gri,Metalizata,25500,15031,51
BMW,BMW_X2,2021,21100,190,Automata,Diesel,1995,4x4 (automat),SUV,Albastru,Fara,39603,15032,3
Suzuki,Suzuki_Vitara,2003,217000,87,Manuala,Diesel,1997,4x4 (manual),SUV,Verde,Metalizata,4650,15033,12
Skoda,Skoda_Scala,2019,15331,115,Automata,Diesel,1598,Fata,Compacta,Alb,Mat,18900,15034,27
BMW,BMW_Seria 5,2014,142000,184,Automata,Diesel,1995,Spate,Sedan,Negru,Fara,16499,15035,82
Mercedes-Benz,Mercedes-Benz_GLE,2017,68540,258,Automata,Diesel,2987,4x4 (automat),SUV,Albastru,Metalizata,41989,15036,81
Ford,Ford_Transit,2017,301500,130,Manuala,Diesel,1995,Spate,Monovolum,Alb,Fara,12500,15037,18
Ford,Ford_Kuga,2011,266000,140,Manuala,Diesel,1997,4x4 (automat),Combi,Alte culori,Perlat,8000,15038,46
Mitsubishi,Mitsubishi_ASX,2011,248000,150,Manuala,Diesel,1798,Fata,SUV,Alte culori,Metalizata,6400,15039,41
Skoda,Skoda_Octavia,2019,229000,115,Automata,Diesel,1598,Fata,Combi,Gri,Metalizata,11900,15040,76
Renault,Renault_Laguna,2008,240000,130,Manuala,Diesel,1995,Fata,Sedan,Negru,Metalizata,4200,15041,1
Ford,Ford_Fiesta,2016,138134,95,Manuala,Diesel,1498,Fata,Masina de oras,Negru,Metalizata,5650,15042,53
Mercedes-Benz,Mercedes-Benz_E,2018,221000,194,Automata,Diesel,1950,Spate,Sedan,Negru,Metalizata,27965,15043,106
Fiat,Fiat_500,2011,205000,69,Automata,Benzina,1242,Fata,Masina mica,Albastru,Metalizata,6176,15044,17
Audi,Audi_A4,2017,163000,122,Automata,Diesel,1968,Fata,Combi,Albastru,Fara,15500,15045,78
Renault,Renault_Megane,2012,229800,110,Manuala,Diesel,1461,Fata,Combi,Negru,Metalizata,6650,15046,27
Volkswagen,Volkswagen_Passat,2018,129013,150,Automata,Diesel,1968,Fata,Sedan,Gri,Metalizata,17990,15047,48
Hyundai,Hyundai_ix35,2010,207000,163,Manuala,Benzina,1998,Fata,SUV,Negru,Metalizata,9690,15048,30
Porsche,Porsche_Macan,2014,229000,258,Automata,Diesel,2967,4x4 (automat),SUV,Alb,Metalizata,32999,15049,1
Volkswagen,Volkswagen_Tiguan,2018,142748,150,Automata,Diesel,1968,4x4 (automat),SUV,Gri,Fara,23900,15050,12
Peugeot,Peugeot_3008,2018,92390,180,Automata,Diesel,1997,Fata,SUV,Alb,Metalizata,29990,15051,16
Hyundai,Hyundai_Tucson,2020,32950,136,Automata,Diesel,1598,4x4 (automat),SUV,Albastru,Fara,33989,15052,26
Dacia,Dacia_Duster,2018,59128,115,Manuala,Diesel,1461,4x4 (automat),Combi,Negru,Metalizata,18590,15053,45
Volkswagen,Volkswagen_Golf,2020,19526,130,Manuala,Benzina,1498,Fata,Compacta,Gri,Metalizata,25989,15054,23
Ford,Ford_Mondeo,2020,19000,187,Automata,Hibrid,1999,Fata,Sedan,Alb,Perlat,27950,15055,45
Audi,Audi_A3,2015,199200,150,Manuala,Diesel,1968,Fata,Compacta,Gri,Metalizata,12990,15056,33
Volkswagen,Volkswagen_Golf,2016,165559,115,Automata,Diesel,1598,Fata,Combi,Negru,Fara,14200,15057,15
BMW,BMW_Seria 3,2012,202821,184,Automata,Diesel,1995,4x4 (automat),Combi,Gri,Metalizata,7990,15058,74
Volkswagen,Volkswagen_Polo,2018,118382,80,Manuala,Diesel,1598,Fata,Masina de oras,Alb,Fara,10999,15059,35
Peugeot,Peugeot_5008,2018,127460,180,Automata,Diesel,1997,Fata,SUV,Negru,Metalizata,27989,15060,66
Renault,Renault_Megane,2012,211235,110,Manuala,Diesel,1461,Fata,Combi,Gri,Metalizata,6590,15061,20
Volvo,Volvo_XC 90,2017,115000,235,Automata,Diesel,1969,4x4 (automat),SUV,Bej,Metalizata,44855,15062,116
Mercedes-Benz,Mercedes-Benz_E,2016,115000,184,Automata,Benzina,1991,4x4 (automat),Sedan,Gri,Metalizata,29999,15063,48
Renault,Renault_Megane,2012,262000,160,Manuala,Diesel,1995,Fata,Compacta,Alte culori,Metalizata,6390,15064,64
Mercedes-Benz,Mercedes-Benz_CLS,2022,4990,435,Automata,Benzina,2999,4x4 (automat),Coupe,Negru,Fara,99979,15065,1
Mercedes-Benz,Mercedes-Benz_GLC Coupe,2017,131615,204,Automata,Diesel,2143,4x4 (automat),SUV,Alb,Fara,37850,15066,1
Suzuki,Suzuki_Vitara,2018,52000,120,Manuala,Benzina,1586,Fata,SUV,Albastru,Metalizata,14800,15067,51
BMW,BMW_Seria 5,2008,201500,177,Manuala,Diesel,1995,Spate,Combi,Gri,Metalizata,5950,15068,66
BMW,BMW_Seria 5,2018,68400,184,Automata,Benzina,1998,Spate,Sedan,Negru,Metalizata,32990,15069,30
Toyota,Toyota_Aygo,2019,71207,72,Manuala,Benzina,998,Fata,Masina mica,Rosu,Fara,9290,15070,8
Toyota,Toyota_Avensis,2012,250000,150,Automata,Diesel,2231,Fata,Combi,Gri,Metalizata,6650,15071,46
Skoda,Skoda_RAPID,2017,99900,90,Manuala,Diesel,1422,Fata,Sedan,Alb,Fara,9200,15072,30
Skoda,Skoda_Superb,2017,214000,120,Manuala,Diesel,1598,Fata,Sedan,Negru,Metalizata,12499,15073,26
Audi,Audi_Q8,2019,91800,286,Automata,Diesel,2967,4x4 (automat),SUV,Alb,Metalizata,73989,15074,101
BMW,BMW_X5,2011,247000,245,Automata,Diesel,2993,4x4 (automat),SUV,Maro,Metalizata,13999,15075,65
BMW,BMW_X6,2014,131394,258,Automata,Diesel,2993,4x4 (automat),SUV,Alb,Fara,35676,15076,3
Volkswagen,Volkswagen_Passat CC,2009,98200,200,Automata,Benzina,1984,Fata,Sedan,Negru,Metalizata,7500,15077,33
Mercedes-Benz,Mercedes-Benz_E,2016,114500,460,Automata,Benzina,2993,4x4 (automat),Sedan,Rosu,Metalizata,52241,15078,30
BMW,BMW_Seria 2,2021,38000,191,Automata,Diesel,1995,4x4 (automat),Coupe,Albastru,Metalizata,34800,15079,57
BMW,BMW_Seria 6,2017,92000,319,Automata,Diesel,2993,4x4 (automat),Sedan,Gri,Metalizata,35800,15080,120
Volkswagen,Volkswagen_Caddy,2009,264333,105,Manuala,Diesel,1896,Fata,Monovolum,Argint,Metalizata,5930,15081,22
Skoda,Skoda_Superb,2016,81500,150,Automata,Diesel,1968,Fata,Sedan,Negru,Metalizata,19000,15082,36
Audi,Audi_A3,2010,151000,160,Automata,Benzina,1798,Fata,Compacta,Verde,Fara,6890,15083,45
Mazda,Mazda_CX-5,2013,193000,175,Automata,Diesel,2191,4x4 (automat),SUV,Negru,Metalizata,11999,15084,63
Mercedes-Benz,Mercedes-Benz_E,2020,5000,197,Automata,Hibrid,1991,Spate,Coupe,Gri,Metalizata,46900,15085,88
BMW,BMW_Seria 5,2017,198000,258,Automata,Diesel,2993,4x4 (automat),Combi,Gri,Metalizata,26448,15086,108
Porsche,Porsche_Cayenne,2012,240800,245,Automata,Diesel,2996,4x4 (automat),SUV,Maro,Metalizata,21500,15087,91
Audi,Audi_A4,2019,214000,150,Automata,Diesel,1968,Fata,Sedan,Negru,Metalizata,19690,15088,89
Jaguar,Jaguar_XE,2016,172800,163,Automata,Diesel,1999,Fata,Sedan,Gri,Fara,13800,15089,68
Mercedes-Benz,Mercedes-Benz_C,2004,135000,143,Manuala,Benzina,1796,Spate,Sedan,Gri,Metalizata,7100,15090,23
Seat,Seat_Ateca,2018,102338,190,Automata,Diesel,1968,4x4 (automat),SUV,Maro,Metalizata,23788,15091,58
Toyota,Toyota_RAV4,2022,9900,185,Automata,Hibrid,2487,4x4 (automat),SUV,Negru,Metalizata,46398,15092,63
BMW,BMW_Seria 3,2012,258000,184,Automata,Diesel,1995,Spate,Combi,Gri,Metalizata,11200,15093,36
Opel,Opel_Astra,2009,248000,110,Manuala,Diesel,1686,Fata,Compacta,Gri,Metalizata,3450,15094,1
Skoda,Skoda_Octavia,2009,197000,122,Manuala,Benzina,1390,Fata,Combi,Gri,Fara,4650,15095,24
Audi,Audi_Q7,2017,100000,272,Automata,Diesel,2967,4x4 (automat),SUV,Alb,Perlat,47500,15096,1
Ford,Ford_Mondeo,2018,146171,150,Automata,Diesel,1997,Fata,Combi,Alb,Fara,15700,15097,13
Volkswagen,Volkswagen_Sharan,2007,260000,115,Manuala,Diesel,1896,Fata,Monovolum,Alb,Fara,4900,15098,35
Volkswagen,Volkswagen_Golf,2018,78000,115,Manuala,Diesel,1598,Fata,Compacta,Negru,Perlat,13200,15099,31
Nissan,Nissan_Juke,2013,69424,94,Manuala,Benzina,1598,Fata,SUV,Negru,Fara,9250,15100,8
Mercedes-Benz,Mercedes-Benz_GLE,2017,138500,258,Automata,Diesel,2987,Spate,SUV,Negru,Fara,43500,15101,1
Opel,Opel_Corsa,2022,5,75,Manuala,Benzina,1199,Fata,Masina de oras,Alte culori,Fara,17682,15102,23
Maserati,Maserati_Levante,2018,50800,275,Automata,Diesel,2987,4x4 (automat),SUV,Negru,Metalizata,56500,15103,63
Jeep,Jeep_Grand Cherokee,2017,109000,250,Automata,Diesel,2987,4x4 (automat),SUV,Gri,Fara,32000,15104,115
BMW,BMW_Seria 3,2019,45200,252,Automata,Benzina,1998,Spate,Sedan,Gri,Metalizata,43554,15105,41
Audi,Audi_A5,2012,231000,245,Automata,Diesel,2967,4x4 (automat),Sedan,Alb,Fara,12990,15106,68
Volvo,Volvo_XC 60,2012,179000,163,Automata,Diesel,2400,4x4 (automat),SUV,Alb,Metalizata,11650,15107,75
Mercedes-Benz,Mercedes-Benz_E,2017,189000,194,Automata,Diesel,1950,Spate,Sedan,Verde,Metalizata,30500,15108,103
Dacia,Dacia_Dokker,2017,156568,75,Manuala,Diesel,1461,Fata,Monovolum,Alb,Metalizata,8900,15109,24
Citroën,Citroën_C4,2008,170000,90,Manuala,Benzina,1360,Fata,Sedan,Argint,Fara,1950,15110,17
Fiat,Fiat_Doblo,2022,12,105,Manuala,Diesel,1598,Fata,Monovolum,Alb,Mat,23359,15111,5
Mercedes-Benz,Mercedes-Benz_S,2013,344200,258,Automata,Diesel,2987,4x4 (automat),Sedan,Negru,Metalizata,14500,15112,53
Dacia,Dacia_Duster,2019,26000,114,Manuala,Benzina,1598,Fata,SUV,Negru,Metalizata,14500,15113,56
Renault,Renault_Megane,2016,196000,110,Automata,Diesel,1461,Fata,Combi,Negru,Perlat,10999,15114,105
Nissan,Nissan_Qashqai+2,2012,185000,110,Manuala,Diesel,1461,Fata,SUV,Alb,Metalizata,9699,15115,42
Opel,Opel_Astra,2017,79720,125,Manuala,Benzina,1399,Fata,Combi,Rosu,Metalizata,10710,15116,20
Mercedes-Benz,Mercedes-Benz_C,2012,220000,136,Manuala,Diesel,2143,Spate,Sedan,Alb,Fara,9250,15117,37
Toyota,Toyota_Land Cruiser,2022,10,204,Automata,Diesel,2755,4x4 (automat),SUV,Negru,Metalizata,58890,15118,73
Toyota,Toyota_RAV4,2015,139337,150,Automata,Diesel,2231,4x4 (automat),SUV,Maro,Fara,16400,15119,43
Mercedes-Benz,Mercedes-Benz_GLC,2020,129000,194,Automata,Diesel,1950,4x4 (automat),SUV,Negru,Metalizata,35500,15120,88
Mercedes-Benz,Mercedes-Benz_GLE,2020,55000,272,Automata,Diesel,2925,4x4 (automat),Coupe,Negru,Fara,90428,15121,56
Skoda,Skoda_Octavia,2017,199000,149,Automata,Diesel,1968,Fata,Combi,Negru,Metalizata,11998,15122,11
Hyundai,Hyundai_Tucson,2017,228000,136,Automata,Diesel,1995,Fata,SUV,Negru,Fara,14750,15123,1
Volkswagen,Volkswagen_Polo,2022,11356,95,Manuala,Benzina,999,Fata,Masina de oras,Alb,Mat,18899,15124,52
Volvo,Volvo_XC 90,2022,20550,300,Automata,Benzina,1969,4x4 (automat),SUV,Negru,Metalizata,71388,15125,75
Mercedes-Benz,Mercedes-Benz_B,2008,229000,109,Automata,Diesel,1991,Fata,Monovolum,Negru,Fara,5200,15126,38
Kia,Kia_Sportage,2013,91000,185,Manuala,Diesel,1995,4x4 (automat),SUV,Maro,Metalizata,13990,15127,1
Alfa Romeo,Alfa Romeo_159,2006,277000,160,Manuala,Benzina,1859,Fata,Sedan,Negru,Metalizata,3999,15128,20
Opel,Opel_Insignia,2018,199600,110,Manuala,Diesel,1598,Fata,Sedan,Albastru,Metalizata,13290,15129,111
Audi,Audi_A6,2001,450000,180,Manuala,Diesel,2496,4x4 (manual),Combi,Gri,Fara,1400,15130,37
Volkswagen,Volkswagen_Golf,2009,237000,105,Manuala,Diesel,1896,Fata,Combi,Negru,Metalizata,4490,15131,30
Porsche,Porsche_Cayenne,2016,225000,245,Automata,Diesel,2967,4x4 (automat),SUV,Alb,Metalizata,29990,15132,46
Opel,Opel_Astra,2008,223252,116,Manuala,Benzina,1598,Fata,Compacta,Negru,Metalizata,3999,15133,17
Peugeot,Peugeot_508,2016,220000,120,Automata,Diesel,1560,Fata,Combi,Albastru,Metalizata,6399,15134,68
Volvo,Volvo_XC 90,2018,45186,236,Automata,Diesel,1969,4x4 (automat),SUV,Alb,Fara,51899,15135,35
Volkswagen,Volkswagen_Jetta,2014,160000,140,Manuala,Diesel,1968,Fata,Sedan,Alb,Fara,8250,15136,39
Jeep,Jeep_Compass,2006,183000,140,Manuala,Diesel,1998,4x4 (automat),SUV,Galben/Auriu,Metalizata,3250,15137,29
Ford,Ford_Fiesta,2014,244000,75,Manuala,Diesel,1498,Fata,Masina de oras,Alb,Perlat,3690,15138,30
Skoda,Skoda_Kodiaq,2019,189000,190,Automata,Diesel,1968,4x4 (automat),SUV,Negru,Metalizata,24849,15139,105
Opel,Opel_Insignia,2011,176000,160,Manuala,Diesel,1956,Fata,Sedan,Gri,Metalizata,6450,15140,42
Audi,Audi_Q5,2011,238000,170,Automata,Diesel,1968,4x4 (automat),SUV,Gri,Metalizata,13000,15141,53
Seat,Seat_Ateca,2022,10,150,Automata,Benzina,1498,Fata,SUV,Rosu,Metalizata,36404,15142,40
Mercedes-Benz,Mercedes-Benz_E,2017,89378,194,Automata,Diesel,1950,Spate,Sedan,Negru,Fara,29900,15143,16
BMW,BMW_X3,2015,224000,190,Automata,Diesel,1995,4x4 (automat),SUV,Negru,Metalizata,17700,15144,41
Volkswagen,Volkswagen_Tiguan,2017,237000,150,Automata,Diesel,1968,4x4 (automat),SUV,Negru,Metalizata,19950,15145,117
Nissan,Nissan_Qashqai,2015,254175,110,Manuala,Diesel,1461,Fata,SUV,Negru,Metalizata,11490,15146,51
Toyota,Toyota_Yaris,2020,19711,261,Manuala,Benzina,1618,4x4 (automat),Masina de oras,Rosu,Metalizata,36900,15147,44
Renault,Renault_Grand Scenic,2019,136747,130,Manuala,Diesel,1598,Fata,Monovolum,Negru,Metalizata,13999,15148,101
Skoda,Skoda_Superb,2017,209000,190,Automata,Diesel,1968,Fata,Combi,Gri,Fara,14590,15149,43
Skoda,Skoda_Octavia,2017,121700,149,Manuala,Benzina,1395,Fata,Sedan,Alte culori,Metalizata,11500,15150,33
Audi,Audi_A4,2018,212,150,Automata,Diesel,1968,Fata,Combi,Gri,Metalizata,14990,15151,60
Skoda,Skoda_Octavia,2013,248000,150,Manuala,Diesel,1968,Fata,Sedan,Albastru,Fara,8150,15152,29
Volkswagen,Volkswagen_Golf,2014,247800,150,Manuala,Diesel,1968,Fata,Combi,Negru,Metalizata,13499,15153,45
BMW,BMW_X3,2014,250000,191,Automata,Diesel,1995,4x4 (manual),SUV,Alb,Metalizata,16300,15154,24
Skoda,Skoda_Octavia,2017,187778,183,Automata,Diesel,1968,4x4 (automat),Combi,Gri,Fara,15900,15155,33
Kia,Kia_Sportage,2017,105000,185,Automata,Diesel,1995,4x4 (automat),SUV,Gri,Metalizata,20990,15156,35
Volvo,Volvo_V50,2010,265567,115,Manuala,Diesel,1560,Fata,Combi,Albastru,Metalizata,3950,15157,31
Volkswagen,Volkswagen_Caddy,2013,187000,110,Manuala,Diesel,1968,4x4 (manual),Monovolum,Negru,Metalizata,13990,15158,49
Opel,Opel_Astra,2017,183500,110,Manuala,Diesel,1598,Fata,Combi,Alb,Fara,9990,15159,46
Skoda,Skoda_Octavia,2014,190000,105,Manuala,Diesel,1598,Fata,Combi,Alb,Fara,9000,15160,1
Dacia,Dacia_Duster,2019,139000,109,Manuala,Diesel,1461,Fata,SUV,Alb,Fara,12999,15161,25
Audi,Audi_A4 Allroad,2021,13184,204,Automata,Diesel,1968,4x4 (automat),Combi,Negru,Metalizata,51990,15162,49
Peugeot,Peugeot_508,2013,173000,163,Automata,Diesel,1997,Fata,Sedan,Albastru,Metalizata,9250,15163,57
BMW,BMW_Seria 4,2021,36664,258,Automata,Benzina,1998,Spate,Sedan,Alte culori,Fara,50979,15164,1
BMW,BMW_Seria 5,2012,290000,258,Automata,Diesel,2993,4x4 (automat),Sedan,Albastru,Metalizata,11000,15165,1
Mitsubishi,Mitsubishi_L200,2021,2200,150,Automata,Diesel,2268,4x4 (manual),SUV,Gri,Metalizata,35500,15166,1
Smart,Smart_Forfour,2018,64500,71,Automata,Benzina,999,Spate,Masina de oras,Alb,Fara,11305,15167,1
Audi,Audi_A6,2013,225000,245,Automata,Diesel,2967,4x4 (automat),Sedan,Negru,Fara,16660,15168,61
Skoda,Skoda_Scala,2019,148000,115,Manuala,Benzina,999,Fata,Compacta,Alb,Fara,11500,15169,56
Honda,Honda_CR-V,2020,15461,146,Automata,Hibrid,1993,Fata,SUV,Gri,Metalizata,37480,15170,19
Citroën,Citroën_C3,2022,2,83,Manuala,Benzina,1199,Fata,Masina de oras,Albastru,Metalizata,18530,15171,31
Ford,Ford_Focus,2017,132888,100,Manuala,Benzina,999,Fata,Compacta,Alb,Metalizata,6999,15172,32
Renault,Renault_Scenic,2018,143492,160,Automata,Diesel,1598,Fata,Monovolum,Albastru,Fara,15990,15173,44
Mercedes-Benz,Mercedes-Benz_Sprinter,2013,229000,129,Manuala,Diesel,2143,Spate,Monovolum,Alb,Fara,13550,15174,11
Dacia,Dacia_Sandero,2013,109000,90,Manuala,Benzina,898,Fata,Masina de oras,Negru,Metalizata,6700,15175,25
Renault,Renault_Laguna,2010,234700,110,Manuala,Diesel,1461,Fata,Sedan,Negru,Metalizata,4490,15176,14
BMW,BMW_Seria 1,2009,104734,122,Manuala,Benzina,1995,Spate,Compacta,Rosu,Fara,6300,15177,26
Land Rover,Land Rover_Range Rover Evoque,2013,182000,150,Manuala,Diesel,2179,4x4 (automat),SUV,Negru,Fara,15500,15178,38
Volkswagen,Volkswagen_T-Cross,2022,1200,110,Automata,Benzina,999,Fata,SUV,Gri,Metalizata,23980,15179,46
Dacia,Dacia_Logan,2016,190000,75,Manuala,Diesel,1461,Fata,Sedan,Alb,Fara,6800,15180,15
Audi,Audi_A7,2014,257000,313,Automata,Diesel,2967,4x4 (automat),Sedan,Maro,Perlat,24000,15181,109
Volvo,Volvo_V40,2014,288000,150,Automata,Diesel,1984,Fata,Combi,Gri,Perlat,8950,15182,42
Toyota,Toyota_Corolla,2019,81194,132,Manuala,Benzina,1598,Fata,Sedan,Gri,Fara,15500,15183,35
Volkswagen,Volkswagen_Touareg,2020,32750,286,Automata,Diesel,2967,4x4 (automat),SUV,Alb,Metalizata,79800,15184,19
Opel,Opel_Vivaro,2006,316000,135,Manuala,Diesel,2463,Fata,Monovolum,Argint,Fara,5910,15185,13
Ford,Ford_Kuga,2017,219090,180,Manuala,Diesel,1997,4x4 (automat),SUV,Verde,Perlat,15900,15186,112
BMW,BMW_Seria 5,2011,234736,184,Automata,Diesel,1995,Spate,Combi,Albastru,Metalizata,12190,15187,26
Volkswagen,Volkswagen_Polo,2006,245000,64,Manuala,Benzina,1198,Fata,Compacta,Gri,Metalizata,2999,15188,7
Dacia,Dacia_Logan,2018,81000,75,Manuala,Diesel,1461,Fata,Combi,Alb,Metalizata,9800,15189,24
Audi,Audi_A4,2008,241500,143,Manuala,Diesel,1968,Fata,Sedan,Negru,Metalizata,8490,15190,28
Mercedes-Benz,Mercedes-Benz_C,2008,264500,170,Manuala,Diesel,2143,Spate,Sedan,Argint,Metalizata,7399,15191,18
Dacia,Dacia_Duster,2015,188000,110,Manuala,Diesel,1461,4x4 (automat),SUV,Albastru,Fara,11650,15192,20
Mercedes-Benz,Mercedes-Benz_GLC Coupe,2019,101608,204,Automata,Diesel,2143,4x4 (automat),SUV,Negru,Fara,43500,15193,1
BMW,BMW_X3,2014,67000,190,Automata,Diesel,1995,4x4 (automat),SUV,Rosu,Fara,23990,15194,49
Land Rover,Land Rover_Discovery Sport,2018,58555,180,Automata,Diesel,1999,4x4 (automat),SUV,Alb,Fara,28990,15195,42
Skoda,Skoda_Octavia,2019,91000,115,Automata,Diesel,1598,Fata,Sedan,Gri,Metalizata,15800,15196,45
Land Rover,Land Rover_Range Rover Velar,2019,73000,300,Automata,Diesel,2993,4x4 (automat),SUV,Gri,Metalizata,52241,15197,26
Opel,Opel_Astra,2017,207000,136,Manuala,Diesel,1598,Fata,Combi,Alb,Fara,9190,15198,38
Suzuki,Suzuki_Grand Vitara,2008,241920,129,Manuala,Diesel,1870,4x4 (manual),SUV,Negru,Fara,5100,15199,29
Renault,Renault_Trafic,2018,81111,95,Manuala,Diesel,1598,Fata,Monovolum,Alb,Fara,23899,15200,20
Mazda,Mazda_CX-3,2016,218000,105,Manuala,Diesel,1499,4x4 (automat),SUV,Alb,Perlat,12390,15201,41
Volvo,Volvo_S80,2014,184000,163,Automata,Diesel,1984,Fata,Sedan,Gri,Metalizata,13990,15202,87
Dacia,Dacia_Logan,2018,133924,75,Manuala,Diesel,1461,Fata,Sedan,Gri,Metalizata,9150,15203,1
Volkswagen,Volkswagen_Tiguan,2016,151454,140,Automata,Diesel,1968,4x4 (automat),SUV,Gri,Metalizata,22499,15204,46
Toyota,Toyota_C-HR,2022,9024,152,Automata,Hibrid,1987,Fata,SUV,Gri,Metalizata,31900,15205,68
Volkswagen,Volkswagen_Polo,2017,98052,90,Manuala,Diesel,1422,Fata,Masina de oras,Gri,Fara,8950,15206,36
BMW,BMW_Seria 5,2013,124000,258,Automata,Diesel,2993,4x4 (automat),Sedan,Negru,Metalizata,18900,15207,1
Dacia,Dacia_Logan,2017,131000,75,Manuala,Diesel,1461,Fata,Sedan,Alb,Metalizata,6700,15208,26
BMW,BMW_Seria 6,2013,252000,313,Automata,Diesel,2993,4x4 (automat),Coupe,Gri,Metalizata,10500,15209,55
Seat,Seat_Alhambra,2018,159000,150,Manuala,Diesel,1968,Fata,Monovolum,Argint,Fara,16190,15210,107
Volkswagen,Volkswagen_Golf,2015,144005,110,Manuala,Diesel,1598,Fata,Compacta,Argint,Metalizata,12290,15211,55
Seat,Seat_Arona,2021,11500,110,Automata,Benzina,999,Fata,SUV,Rosu,Metalizata,21500,15212,31
Volkswagen,Volkswagen_Passat,2002,260000,100,Manuala,Diesel,1896,Fata,Combi,Argint,Fara,1750,15213,26
Mercedes-Benz,Mercedes-Benz_A,2019,168000,116,Automata,Diesel,1461,Fata,Sedan,Gri,Fara,19790,15214,71
Audi,Audi_Q5,2019,107000,231,Automata,Diesel,2967,4x4 (automat),SUV,Albastru,Metalizata,41055,15215,111
Volkswagen,Volkswagen_Golf,2016,260000,110,Manuala,Diesel,1598,Fata,Combi,Gri,Fara,8000,15216,32
Mercedes-Benz,Mercedes-Benz_CLS,2018,24531,286,Automata,Diesel,2925,4x4 (automat),Sedan,Verde,Fara,54145,15217,1
BMW,BMW_Seria 5,2016,227300,190,Automata,Diesel,1995,4x4 (automat),Combi,Negru,Metalizata,17999,15218,79
Ford,Ford_Focus,2005,225000,115,Manuala,Benzina,1596,Fata,Combi,Negru,Metalizata,1900,15219,1
Ford,Ford_F150,2010,191000,239,Automata,Benzina + CNG/GPL,5408,4x4 (automat),SUV,Negru,Fara,32000,15220,1
Ford,Ford_Kuga,2017,124851,150,Automata,Diesel,1997,4x4 (automat),SUV,Alte culori,Metalizata,17490,15221,17
Audi,Audi_A4,2018,79695,218,Automata,Diesel,2967,4x4 (automat),Sedan,Negru,Metalizata,29990,15222,18
BMW,BMW_X5,2014,187000,313,Automata,Diesel,2993,4x4 (automat),SUV,Gri,Fara,23900,15223,33
